gene_symbol,ensembl_gene_id,chr,start_hg19,end_hg19,finan_tier,dgidb_n_interactions,dgidb_drugs,in_mr_screen,notes
SCGB1D4,ENSG00000197745,11,62063754,62066536,Tier 3A,,,TRUE,""
SCGB2A1,ENSG00000124939,11,61976140,61981408,Tier 3B,,,TRUE,""
SCGB3A1,ENSG00000161055,5,180017103,180018540,Tier 3B,,,TRUE,""
SCGB3A2,ENSG00000164265,5,147250245,147261754,Tier 3A,,,TRUE,""
SCGN,ENSG00000079689,6,25652464,25702011,Tier 3A,,,TRUE,""
SCN10A,ENSG00000185313,3,38738293,38835501,Tier 1,,,TRUE,""
SCN11A,ENSG00000168356,3,38887260,38992052,Tier 1,,,TRUE,""
SCN1A,ENSG00000144285,2,166845670,166984523,Tier 1,,,TRUE,""
SCN1B,ENSG00000105711,19,35521588,35531352,Tier 3A,,,TRUE,""
SCN2A,ENSG00000136531,2,166095912,166248818,Tier 1,,,TRUE,""
SCN2B,ENSG00000149575,11,118032666,118047388,Tier 3B,,,TRUE,""
SCN3A,ENSG00000153253,2,165944032,166060577,Tier 1,,,TRUE,""
SCN3B,ENSG00000166257,11,123499895,123525952,Tier 3B,,,TRUE,""
SCN4A,ENSG00000007314,17,62015914,62050278,Tier 1,,,TRUE,""
SCN5A,ENSG00000183873,3,38589548,38691164,Tier 1,,,TRUE,""
SCN7A,ENSG00000136546,2,167260083,167350757,Tier 1,,,TRUE,""
SCN8A,ENSG00000196876,12,51984050,52206648,Tier 1,,,TRUE,""
SCN9A,ENSG00000169432,2,167051695,167232503,Tier 1,,,TRUE,""
SCNN1A,ENSG00000111319,12,6456009,6486896,Tier 1,,,TRUE,""
SCNN1B,ENSG00000168447,16,23289552,23392620,Tier 2,,,TRUE,""
SCNN1D,ENSG00000162572,1,1215816,1227409,Tier 3A,,,TRUE,""
SCNN1G,ENSG00000166828,16,23194036,23228204,Tier 2,,,TRUE,""
SCP2,ENSG00000116171,1,53392901,53517375,Tier 2,,,TRUE,""
SCPEP1,ENSG00000121064,17,55055466,55084129,Tier 3A,,,TRUE,""
SCRG1,ENSG00000164106,4,174305852,174327531,Tier 3B,,,TRUE,""
SCT,ENSG00000070031,11,626431,627143,Tier 3A,,,TRUE,""
SCTR,ENSG00000080293,2,120197419,120282070,Tier 1,,,TRUE,""
SCUBE1,ENSG00000159307,22,43593289,43739394,Tier 3A,,,TRUE,""
SCUBE2,ENSG00000175356,11,9041071,9159661,Tier 3A,,,TRUE,""
SCUBE3,ENSG00000146197,6,35182190,35220856,Tier 3B,,,TRUE,""
SCYL2,ENSG00000136021,12,100660918,100735502,Tier 3B,,,TRUE,""
SDC1,ENSG00000115884,2,20400558,20425194,Tier 1,,,TRUE,""
SDC2,ENSG00000169439,8,97505579,97624000,Tier 3B,,,TRUE,""
SDC4,ENSG00000124145,20,43953928,43977064,Tier 3A,,,TRUE,""
SDF2,ENSG00000132581,17,26975374,26989207,Tier 3B,,,TRUE,""
SDR42E1,ENSG00000184860,16,82031221,82045093,Tier 3B,,,TRUE,""
SDR42E2,ENSG00000183921,16,22177618,22203075,Tier 3B,,,TRUE,""
SECTM1,ENSG00000141574,17,80278900,80291950,Tier 3B,,,TRUE,""
SELE,ENSG00000007908,1,169691781,169733846,Tier 1,,,TRUE,""
SELL,ENSG00000188404,1,169659808,169680839,Tier 1,,,TRUE,""
SELP,ENSG00000174175,1,169558087,169599431,Tier 1,,,TRUE,""
SELPLG,ENSG00000110876,12,109015686,109027735,Tier 3A,,,TRUE,""
SEMA3A,ENSG00000075213,7,83585093,84122040,Tier 3A,,,TRUE,""
SEMA3C,ENSG00000075223,7,80371854,80551675,Tier 3A,,,TRUE,""
SEMA3D,ENSG00000153993,7,84624869,84816171,Tier 3B,,,TRUE,""
SEMA3E,ENSG00000170381,7,82993222,83278326,Tier 3B,,,TRUE,""
SEMA3F,ENSG00000001617,3,50192478,50226508,Tier 3B,,,TRUE,""
SEMA3G,ENSG00000010319,3,52467069,52479101,Tier 3A,,,TRUE,""
SEMA4B,ENSG00000185033,15,90703836,90772911,Tier 3B,,,TRUE,""
SEMA4D,ENSG00000187764,9,91975702,92113045,Tier 3A,,,TRUE,""
SEMA6B,ENSG00000167680,19,4542600,4559820,Tier 3B,,,TRUE,""
SEMA7A,ENSG00000138623,15,74701630,74726808,Tier 3A,,,TRUE,""
SEMG1,ENSG00000124233,20,43835638,43838413,Tier 3B,,,TRUE,""
SEMG2,ENSG00000124157,20,43849941,43853099,Tier 3B,,,TRUE,""
SENP6,ENSG00000112701,6,76311225,76427997,Tier 2,,,TRUE,""
SENP7,ENSG00000138468,3,101043049,101232085,Tier 2,,,TRUE,""
SENP8,ENSG00000166192,15,72406599,72433311,Tier 2,,,TRUE,""
SEPP1,ENSG00000250722,5,42799982,42887494,Tier 3B,,,TRUE,""
SERPINA1,ENSG00000197249,14,94843084,94857030,Tier 3A,,,TRUE,""
SERPINA10,ENSG00000140093,14,94749650,94759608,Tier 3A,,,TRUE,""
SERPINA11,ENSG00000186910,14,94908801,94919127,Tier 3B,,,TRUE,""
SERPINA12,ENSG00000165953,14,94953611,94984181,Tier 3A,,,TRUE,""
SERPINA3,ENSG00000196136,14,95078714,95090392,Tier 3A,,,TRUE,""
SERPINA4,ENSG00000100665,14,95027428,95036250,Tier 3A,,,TRUE,""
SERPINA5,ENSG00000188488,14,95027779,95059457,Tier 3A,,,TRUE,""
SERPINA6,ENSG00000170099,14,94770585,94789731,Tier 3A,,,TRUE,""
SERPINA7,ENSG00000123561,X,105277197,105282729,Tier 1,,,TRUE,""
SERPINA9,ENSG00000170054,14,94929054,94946026,Tier 3A,,,TRUE,""
SERPINB1,ENSG00000021355,6,2832566,2842240,Tier 3B,,,TRUE,""
SERPINB10,ENSG00000242550,18,61564408,61603345,Tier 3B,,,TRUE,""
SERPINB11,ENSG00000206072,18,61314813,61391127,Tier 3B,,,TRUE,""
SERPINB12,ENSG00000166634,18,61223393,61234244,Tier 3B,,,TRUE,""
SERPINB13,ENSG00000197641,18,61254223,61271873,Tier 3B,,,TRUE,""
SERPINB2,ENSG00000197632,18,61538926,61571124,Tier 3B,,,TRUE,""
SERPINB3,ENSG00000057149,18,61322431,61329197,Tier 3B,,,TRUE,""
SERPINB4,ENSG00000206073,18,61304493,61311532,Tier 3B,,,TRUE,""
SERPINB5,ENSG00000206075,18,61143994,61172318,Tier 3B,,,TRUE,""
SERPINB6,ENSG00000124570,6,2948393,2972090,Tier 3B,,,TRUE,""
SERPINB7,ENSG00000166396,18,61420169,61472604,Tier 3B,,,TRUE,""
SERPINB8,ENSG00000166401,18,61637159,61672278,Tier 3B,,,TRUE,""
SERPINB9,ENSG00000170542,6,2887500,2903514,Tier 3B,,,TRUE,""
SERPINC1,ENSG00000117601,1,173872947,173886516,Tier 1,,,TRUE,""
SERPIND1,ENSG00000099937,22,21128167,21142008,Tier 3B,,,TRUE,""
SERPINE1,ENSG00000106366,7,100770370,100782547,Tier 2,,,TRUE,""
SERPINE2,ENSG00000135919,2,224839829,224904036,Tier 3B,,,TRUE,""
SERPINE3,ENSG00000253309,13,51909909,51938871,Tier 3B,,,TRUE,""
SERPINF1,ENSG00000132386,17,1665253,1680868,Tier 3A,,,TRUE,""
SERPINF2,ENSG00000167711,17,1646130,1658562,Tier 3A,,,TRUE,""
SERPING1,ENSG00000149131,11,57364860,57382326,Tier 3A,,,TRUE,""
SERPINI1,ENSG00000163536,3,167453031,167543356,Tier 3B,,,TRUE,""
SERPINI2,ENSG00000114204,3,167159577,167196792,Tier 3B,,,TRUE,""
SEZ6L2,ENSG00000174938,16,29882480,29910868,Tier 3A,,,TRUE,""
SF3B3,ENSG00000189091,16,70557691,70608820,Tier 1,,,TRUE,""
SFN,ENSG00000175793,1,27189633,27190947,Tier 3B,,,TRUE,""
SFRP1,ENSG00000104332,8,41119481,41167016,Tier 2,,,TRUE,""
SFRP2,ENSG00000145423,4,154701744,154710272,Tier 3A,,,TRUE,""
SFRP4,ENSG00000106483,7,37945543,38065297,Tier 3A,,,TRUE,""
SFRP5,ENSG00000120057,10,99526508,99531709,Tier 3B,,,TRUE,""
SFTA2,ENSG00000196260,6,30899130,30899952,Tier 3A,,,TRUE,""
SFTPA1,ENSG00000122852,10,81370695,81375196,Tier 3B,,,TRUE,""
SFTPA2,ENSG00000185303,10,81315608,81320153,Tier 3B,,,TRUE,""
SFTPB,ENSG00000168878,2,85884437,85895864,Tier 3B,,,TRUE,""
SFTPC,ENSG00000168484,8,22014426,22021992,Tier 3A,,,TRUE,""
SFTPD,ENSG00000133661,10,81697496,81742370,Tier 3A,,,TRUE,""
SGK1,ENSG00000118515,6,134490384,134639250,Tier 2,,,TRUE,""
SGK2,ENSG00000101049,20,42187608,42216877,Tier 2,,,TRUE,""
SGK3,ENSG00000104205,8,67624653,67774257,Tier 1,,,TRUE,""
SGSH,ENSG00000181523,17,78180515,78194722,Tier 3A,,,TRUE,""
SHBG,ENSG00000129214,17,7517382,7536700,Tier 1,,,TRUE,""
SHH,ENSG00000164690,7,155592680,155604967,Tier 1,,,TRUE,""
SHISA2,ENSG00000180730,13,26618735,26625169,Tier 3B,,,TRUE,""
SI,ENSG00000090402,3,164696686,164796283,Tier 1,,,TRUE,""
SIAE,ENSG00000110013,11,124503009,124565603,Tier 3A,,,TRUE,""
SIDT2,ENSG00000149577,11,117049449,117068160,Tier 3A,,,TRUE,""
SIGLEC1,ENSG00000088827,20,3667617,3687775,Tier 3B,,,TRUE,""
SIGLEC10,ENSG00000142512,19,51913275,51921057,Tier 3B,,,TRUE,""
SIGLEC11,ENSG00000161640,19,50452242,50464429,Tier 3B,,,TRUE,""
SIGLEC12,ENSG00000254521,19,51994611,52005043,Tier 3B,,,TRUE,""
SIGLEC5,ENSG00000105501,19,52114781,52150151,Tier 2,,,TRUE,""
SIGLEC6,ENSG00000105492,19,52022779,52035110,Tier 2,,,TRUE,""
SIGLEC7,ENSG00000168995,19,51645556,51656783,Tier 3B,,,TRUE,""
SIGLEC8,ENSG00000105366,19,51954101,51961710,Tier 3B,,,TRUE,""
SIGLEC9,ENSG00000129450,19,51628165,51639908,Tier 2,,,TRUE,""
SIGMAR1,ENSG00000147955,9,34634719,34637806,Tier 1,,,TRUE,""
SIK1,ENSG00000142178,21,44834395,44847008,Tier 1,,,TRUE,""
SIK2,ENSG00000170145,11,111473115,111601577,Tier 1,,,TRUE,""
SIK3,ENSG00000160584,11,116714118,116969153,Tier 1,,,TRUE,""
SIRPA,ENSG00000198053,20,1875154,1920543,Tier 3A,,,TRUE,""
SIRPB1,ENSG00000101307,20,1544167,1600707,Tier 3A,,,TRUE,""
SIRPG,ENSG00000089012,20,1609798,1638425,Tier 3A,,,TRUE,""
SIRT1,ENSG00000096717,10,69644427,69678147,Tier 1,,,TRUE,""
SIRT2,ENSG00000068903,19,39369197,39390502,Tier 2,,,TRUE,""
SIRT3,ENSG00000142082,11,215458,236931,Tier 2,,,TRUE,""
SLAMF1,ENSG00000117090,1,160577890,160617085,Tier 3A,,,TRUE,""
SLAMF6,ENSG00000162739,1,160454820,160493052,Tier 3A,,,TRUE,""
SLAMF7,ENSG00000026751,1,160709037,160724611,Tier 1,,,TRUE,""
SLAMF8,ENSG00000158714,1,159796540,159807039,Tier 3A,,,TRUE,""
SLC10A1,ENSG00000100652,14,70242134,70264006,Tier 1,,,TRUE,""
SLC10A2,ENSG00000125255,13,103696350,103719196,Tier 1,,,TRUE,""
SLC11A2,ENSG00000110911,12,51373184,51422349,Tier 2,,,TRUE,""
SLC12A1,ENSG00000074803,15,48483861,48596275,Tier 1,,,TRUE,""
SLC12A2,ENSG00000064651,5,127419458,127525380,Tier 2,,,TRUE,""
SLC12A3,ENSG00000070915,16,56899119,56949762,Tier 1,,,TRUE,""
SLC12A4,ENSG00000124067,16,67977377,68003504,Tier 3A,,,TRUE,""
SLC12A5,ENSG00000124140,20,44650356,44688784,Tier 2,,,TRUE,""
SLC12A6,ENSG00000140199,15,34525460,34630261,Tier 3B,,,TRUE,""
SLC12A7,ENSG00000113504,5,1050499,1112150,Tier 3B,,,TRUE,""
SLC12A9,ENSG00000146828,7,100424442,100464631,Tier 3B,,,TRUE,""
SLC13A1,ENSG00000081800,7,122753585,122840040,Tier 1,,,TRUE,""
SLC13A2,ENSG00000007216,17,26800311,26824799,Tier 1,,,TRUE,""
SLC13A3,ENSG00000158296,20,45186463,45304714,Tier 1,,,TRUE,""
SLC15A1,ENSG00000088386,13,99336055,99404908,Tier 1,,,TRUE,""
SLC15A2,ENSG00000163406,3,121612936,121662949,Tier 1,,,TRUE,""
SLC16A1,ENSG00000155380,1,113454469,113499635,Tier 1,,,TRUE,""
SLC18A1,ENSG00000036565,8,20002366,20040717,Tier 2,,,TRUE,""
SLC18A2,ENSG00000165646,10,119000604,119038941,Tier 1,,,TRUE,""
SLC18A3,ENSG00000187714,10,50818347,50820765,Tier 2,,,TRUE,""
SLC19A1,ENSG00000173638,21,46913486,46964325,Tier 1,,,TRUE,""
SLC1A1,ENSG00000106688,9,4490444,4587469,Tier 1,,,TRUE,""
SLC1A2,ENSG00000110436,11,35272753,35441610,Tier 2,,,TRUE,""
SLC1A3,ENSG00000079215,5,36606457,36688436,Tier 2,,,TRUE,""
SLC1A6,ENSG00000105143,19,15060846,15133802,Tier 2,,,TRUE,""
SLC1A7,ENSG00000162383,1,53552855,53608289,Tier 2,,,TRUE,""
SLC22A1,ENSG00000175003,6,160542821,160579750,Tier 1,,,TRUE,""
SLC22A10,ENSG00000184999,11,62905339,63137190,Tier 1,,,TRUE,""
SLC22A11,ENSG00000168065,11,64323098,64340347,Tier 1,,,TRUE,""
SLC22A12,ENSG00000197891,11,64358113,64369820,Tier 1,,,TRUE,""
SLC22A13,ENSG00000172940,3,38307303,38319806,Tier 1,,,TRUE,""
SLC22A14,ENSG00000144671,3,38323785,38360066,Tier 1,,,TRUE,""
SLC22A15,ENSG00000163393,1,116519119,116612675,Tier 1,,,TRUE,""
SLC22A16,ENSG00000004809,6,110745890,110797844,Tier 1,,,TRUE,""
SLC22A17,ENSG00000092096,14,23815515,23822121,Tier 1,,,TRUE,""
SLC22A18,ENSG00000110628,11,2920951,2946476,Tier 1,,,TRUE,""
SLC22A2,ENSG00000112499,6,160592093,160698670,Tier 1,,,TRUE,""
SLC22A24,ENSG00000197658,11,62847412,62911693,Tier 3B,,,TRUE,""
SLC22A25,ENSG00000196600,11,62931248,62997124,Tier 3B,,,TRUE,""
SLC22A3,ENSG00000146477,6,160769300,160876014,Tier 1,,,TRUE,""
SLC22A31,ENSG00000259803,16,89262406,89268072,Tier 3B,,,TRUE,""
SLC22A4,ENSG00000197208,5,131630136,131679899,Tier 1,,,TRUE,""
SLC22A5,ENSG00000197375,5,131705444,131731306,Tier 1,,,TRUE,""
SLC22A6,ENSG00000197901,11,62703857,62752455,Tier 1,,,TRUE,""
SLC22A7,ENSG00000137204,6,43263432,43273276,Tier 1,,,TRUE,""
SLC22A8,ENSG00000149452,11,62756626,62783311,Tier 1,,,TRUE,""
SLC22A9,ENSG00000149742,11,63137261,63177766,Tier 1,,,TRUE,""
SLC24A1,ENSG00000074621,15,65903704,65953333,Tier 3B,,,TRUE,""
SLC27A1,ENSG00000130304,19,17579578,17616977,Tier 1,,,TRUE,""
SLC27A4,ENSG00000167114,9,131102925,131123749,Tier 2,,,TRUE,""
SLC28A1,ENSG00000156222,15,85427885,85518876,Tier 1,,,TRUE,""
SLC28A2,ENSG00000137860,15,45544428,45568149,Tier 1,,,TRUE,""
SLC28A3,ENSG00000197506,9,86890372,86955672,Tier 1,,,TRUE,""
SLC29A1,ENSG00000112759,6,44187242,44201888,Tier 1,,,TRUE,""
SLC29A2,ENSG00000174669,11,66129992,66139685,Tier 1,,,TRUE,""
SLC29A3,ENSG00000198246,10,73079015,73123142,Tier 3B,,,TRUE,""
SLC2A1,ENSG00000117394,1,43391052,43424530,Tier 2,,,TRUE,""
SLC2A4,ENSG00000181856,17,7184986,7191576,Tier 1,,,TRUE,""
SLC2A5,ENSG00000142583,1,9095166,9148537,Tier 1,,,TRUE,""
SLC34A2,ENSG00000157765,4,25656923,25680370,Tier 1,,,TRUE,""
SLC39A5,ENSG00000139540,12,56623833,56631630,Tier 3B,,,TRUE,""
SLC39A6,ENSG00000141424,18,33688495,33709348,Tier 3B,,,TRUE,""
SLC3A2,ENSG00000168003,11,62623518,62656352,Tier 3B,,,TRUE,""
SLC40A1,ENSG00000138449,2,190425305,190448484,Tier 1,,,TRUE,""
SLC41A2,ENSG00000136052,12,105196331,105352522,Tier 3B,,,TRUE,""
SLC44A1,ENSG00000070214,9,108006903,108201452,Tier 3B,,,TRUE,""
SLC44A4,ENSG00000204385,6,31830969,31846823,Tier 1,,,TRUE,""
SLC47A1,ENSG00000142494,17,19398698,19482347,Tier 1,,,TRUE,""
SLC47A2,ENSG00000180638,17,19581601,19622292,Tier 1,,,TRUE,""
SLC4A1,ENSG00000004939,17,42325753,42345509,Tier 3A,,,TRUE,""
SLC4A3,ENSG00000114923,2,220492049,220506702,Tier 3B,,,TRUE,""
SLC5A1,ENSG00000100170,22,32439019,32509016,Tier 1,,,TRUE,""
SLC5A10,ENSG00000154025,17,18853658,18925908,Tier 2,,,TRUE,""
SLC5A11,ENSG00000158865,16,24857162,24922949,Tier 2,,,TRUE,""
SLC5A2,ENSG00000140675,16,31494323,31502181,Tier 1,,,TRUE,""
SLC5A3,ENSG00000198743,21,35445870,35478559,Tier 2,,,TRUE,""
SLC5A4,ENSG00000100191,22,32614465,32651328,Tier 1,,,TRUE,""
SLC5A6,ENSG00000138074,2,27422455,27435826,Tier 1,,,TRUE,""
SLC5A7,ENSG00000115665,2,108602979,108630450,Tier 2,,,TRUE,""
SLC5A9,ENSG00000117834,1,48688357,48714316,Tier 2,,,TRUE,""
SLC6A1,ENSG00000157103,3,11034410,11080933,Tier 1,,,TRUE,""
SLC6A11,ENSG00000132164,3,10857885,10982419,Tier 2,,,TRUE,""
SLC6A12,ENSG00000111181,12,299243,323736,Tier 3B,,,TRUE,""
SLC6A13,ENSG00000010379,12,329789,372039,Tier 2,,,TRUE,""
SLC6A14,ENSG00000087916,X,115567790,115592625,Tier 3B,,,TRUE,""
SLC6A15,ENSG00000072041,12,85253492,85307394,Tier 3B,,,TRUE,""
SLC6A16,ENSG00000063127,19,49792895,49828482,Tier 3B,,,TRUE,""
SLC6A17,ENSG00000197106,1,110693108,110744824,Tier 3B,,,TRUE,""
SLC6A18,ENSG00000164363,5,1225470,1246304,Tier 3B,,,TRUE,""
SLC6A19,ENSG00000174358,5,1201710,1225232,Tier 3B,,,TRUE,""
SLC6A2,ENSG00000103546,16,55689516,55740104,Tier 1,,,TRUE,""
SLC6A20,ENSG00000163817,3,45796942,45838027,Tier 3B,,,TRUE,""
SLC6A3,ENSG00000142319,5,1392909,1445545,Tier 1,,,TRUE,""
SLC6A4,ENSG00000108576,17,28521337,28563020,Tier 1,,,TRUE,""
SLC6A5,ENSG00000165970,11,20620946,20680831,Tier 2,,,TRUE,""
SLC6A6,ENSG00000131389,3,14444076,14530857,Tier 1,,,TRUE,""
SLC6A7,ENSG00000011083,5,149569520,149602351,Tier 3A,,,TRUE,""
SLC6A8,ENSG00000130821,X,152953554,152962048,Tier 2,,,TRUE,""
SLC6A9,ENSG00000196517,1,44457172,44497139,Tier 1,,,TRUE,""
SLC7A5,ENSG00000103257,16,87863629,87903094,Tier 1,,,TRUE,""
SLC7A7,ENSG00000155465,14,23242431,23299029,Tier 1,,,TRUE,""
SLC7A8,ENSG00000092068,14,23594504,23652883,Tier 1,,,TRUE,""
SLC9A1,ENSG00000090020,1,27425306,27493472,Tier 1,,,TRUE,""
SLC9A3,ENSG00000066230,5,473425,524447,Tier 1,,,TRUE,""
SLCO1A2,ENSG00000084453,12,21417534,21572528,Tier 1,,,TRUE,""
SLCO1B1,ENSG00000134538,12,21284136,21392180,Tier 1,,,TRUE,""
SLCO1B3,ENSG00000111700,12,20963636,21243040,Tier 1,,,TRUE,""
SLCO1C1,ENSG00000139155,12,20848289,20906320,Tier 1,,,TRUE,""
SLCO2A1,ENSG00000174640,3,133651540,133771028,Tier 1,,,TRUE,""
SLCO2B1,ENSG00000137491,11,74811608,74917594,Tier 1,,,TRUE,""
SLCO3A1,ENSG00000176463,15,92396925,92715665,Tier 1,,,TRUE,""
SLCO4A1,ENSG00000101187,20,61273797,61317137,Tier 1,,,TRUE,""
SLCO4C1,ENSG00000173930,5,101569690,101632253,Tier 1,,,TRUE,""
SLCO5A1,ENSG00000137571,8,70579282,70747299,Tier 1,,,TRUE,""
SLCO6A1,ENSG00000205359,5,101707486,101834720,Tier 1,,,TRUE,""
SLIT1,ENSG00000187122,10,98757795,98945677,Tier 3A,,,TRUE,""
SLIT2,ENSG00000145147,4,20254883,20622184,Tier 3A,,,TRUE,""
SLIT3,ENSG00000184347,5,168088745,168728133,Tier 3A,,,TRUE,""
SLITRK4,ENSG00000179542,X,142710596,142723596,Tier 3B,,,TRUE,""
SLK,ENSG00000065613,10,105726959,105788991,Tier 1,,,TRUE,""
SLPI,ENSG00000124107,20,43880880,43883205,Tier 3B,,,TRUE,""
SLURP1,ENSG00000126233,8,143822362,143823829,Tier 3B,,,TRUE,""
SMAD3,ENSG00000166949,15,67356101,67487533,Tier 2,,,TRUE,""
SMC3,ENSG00000108055,10,112327449,112364394,Tier 3B,,,TRUE,""
SMG1,ENSG00000157106,16,18816175,18937776,Tier 2,,,TRUE,""
SMN1,ENSG00000172062,5,70220768,70249769,Tier 1,,,TRUE,""
SMN2,ENSG00000205571,5,69345350,69374349,Tier 1,,,TRUE,""
SMO,ENSG00000128602,7,128828713,128853386,Tier 1,,,TRUE,""
SMOC1,ENSG00000198732,14,70320848,70499083,Tier 3A,,,TRUE,""
SMOC2,ENSG00000112562,6,168841831,169073984,Tier 3A,,,TRUE,""
SMPD1,ENSG00000166311,11,6411655,6416228,Tier 3B,,,TRUE,""
SMPD2,ENSG00000135587,6,109761966,109765122,Tier 2,,,TRUE,""
SMPDL3A,ENSG00000172594,6,123110315,123130865,Tier 3B,,,TRUE,""
SMPDL3B,ENSG00000130768,1,28261504,28285668,Tier 3B,,,TRUE,""
SMR3A,ENSG00000109208,4,71226478,71232875,Tier 3B,,,TRUE,""
SMR3B,ENSG00000171201,4,71235810,71255961,Tier 3B,,,TRUE,""
SMS,ENSG00000102172,X,21958691,22025798,Tier 2,,,TRUE,""
SNAP23,ENSG00000092531,15,42783431,42837547,Tier 2,,,TRUE,""
SNAP25,ENSG00000132639,20,10199478,10288066,Tier 1,,,TRUE,""
SNAP29,ENSG00000099940,22,21213271,21245506,Tier 3B,,,TRUE,""
SNCA,ENSG00000145335,4,90645250,90759466,Tier 2,,,TRUE,""
SNRK,ENSG00000163788,3,43328004,43466256,Tier 2,,,TRUE,""
SOAT1,ENSG00000057252,1,179262925,179327815,Tier 2,,,TRUE,""
SOAT2,ENSG00000167780,12,53497302,53518322,Tier 2,,,TRUE,""
SOD1,ENSG00000142168,21,33031935,33041244,Tier 1,,,TRUE,""
SOD2,ENSG00000112096,6,160090089,160183561,Tier 1,,,TRUE,""
SOD3,ENSG00000109610,4,24791534,24802464,Tier 1,,,TRUE,""
SOGA1,ENSG00000149639,20,35405845,35492089,Tier 3B,,,TRUE,""
SORD,ENSG00000140263,15,45315302,45369383,Tier 2,,,TRUE,""
SOST,ENSG00000167941,17,41831099,41836156,Tier 1,,,TRUE,""
SOSTDC1,ENSG00000171243,7,16501106,16570205,Tier 3A,,,TRUE,""
SPACA3,ENSG00000141316,17,31297394,31324895,Tier 3B,,,TRUE,""
SPACA5,ENSG00000171489,X,47863734,47869126,Tier 3B,,,TRUE,""
SPACA5B,ENSG00000171478,X,47990039,47991995,Tier 3B,,,TRUE,""
SPAG11A,ENSG00000178287,8,7705398,7726389,Tier 3B,,,TRUE,""
SPAG11B,ENSG00000164871,8,7300206,7321196,Tier 3B,,,TRUE,""
SPAM1,ENSG00000106304,7,123565286,123611468,Tier 3B,,,TRUE,""
SPARC,ENSG00000113140,5,151040657,151066726,Tier 3B,,,TRUE,""
SPARCL1,ENSG00000152583,4,88394487,88452213,Tier 3B,,,TRUE,""
SPEG,ENSG00000072195,2,220299568,220363009,Tier 3B,,,TRUE,""
SPHK1,ENSG00000176170,17,74372665,74383941,Tier 2,,,TRUE,""
SPINK1,ENSG00000164266,5,147204131,147211349,Tier 3A,,,TRUE,""
SPINK2,ENSG00000128040,4,57676026,57687908,Tier 3B,,,TRUE,""
SPINK4,ENSG00000122711,9,33218363,33248565,Tier 3A,,,TRUE,""
SPINK5,ENSG00000133710,5,147405246,147516852,Tier 3B,,,TRUE,""
SPINK6,ENSG00000178172,5,147582357,147594700,Tier 3B,,,TRUE,""
SPINK9,ENSG00000204909,5,147700766,147719412,Tier 3B,,,TRUE,""
SPINT1,ENSG00000166145,15,41136216,41150405,Tier 3A,,,TRUE,""
SPINT2,ENSG00000167642,19,38734675,38783254,Tier 3A,,,TRUE,""
SPINT3,ENSG00000101446,20,44141101,44144264,Tier 3A,,,TRUE,""
SPINT4,ENSG00000149651,20,44350990,44354469,Tier 3B,,,TRUE,""
SPN,ENSG00000197471,16,29674300,29682187,Tier 3B,,,TRUE,""
SPOCK1,ENSG00000152377,5,136310987,136934068,Tier 3B,,,TRUE,""
SPOCK2,ENSG00000107742,10,73818793,73848790,Tier 3A,,,TRUE,""
SPOCK3,ENSG00000196104,4,167654535,168155947,Tier 3A,,,TRUE,""
SPON2,ENSG00000159674,4,1160720,1202750,Tier 3B,,,TRUE,""
SPP1,ENSG00000118785,4,88896819,88904562,Tier 1,,,TRUE,""
SPP2,ENSG00000072080,2,234959323,234985778,Tier 3B,,,TRUE,""
SQLE,ENSG00000104549,8,126010739,126034525,Tier 1,,,TRUE,""
SRC,ENSG00000197122,20,35973088,36034453,Tier 1,,,TRUE,""
SRD5A1,ENSG00000145545,5,6633456,6669675,Tier 1,,,TRUE,""
SRD5A2,ENSG00000049319,2,31747550,31806136,Tier 1,,,TRUE,""
SRD5A3,ENSG00000128039,4,56212276,56239263,Tier 1,,,TRUE,""
SREBF2,ENSG00000198911,22,42229109,42303312,Tier 2,,,TRUE,""
SRGN,ENSG00000122862,10,70847862,70864567,Tier 3B,,,TRUE,""
SRM,ENSG00000116649,1,11114641,11120081,Tier 2,,,TRUE,""
SRMS,ENSG00000125508,20,62172163,62178857,Tier 1,,,TRUE,""
SRPK1,ENSG00000096063,6,35800743,35889119,Tier 1,,,TRUE,""
SRPK2,ENSG00000135250,7,104751151,105039755,Tier 1,,,TRUE,""
SRPK3,ENSG00000184343,X,153041867,153051187,Tier 1,,,TRUE,""
SRPX2,ENSG00000102359,X,99899215,99926296,Tier 3B,,,TRUE,""
SSR1,ENSG00000124783,6,7268539,7347679,Tier 3A,,,TRUE,""
SSR2,ENSG00000163479,1,155978839,155990750,Tier 3A,,,TRUE,""
SST,ENSG00000157005,3,187386694,187388187,Tier 1,,,TRUE,""
SSTR1,ENSG00000139874,14,38677204,38682272,Tier 1,,,TRUE,""
SSTR2,ENSG00000180616,17,71161151,71167185,Tier 1,,,TRUE,""
SSTR3,ENSG00000183473,22,37600278,37608362,Tier 1,,,TRUE,""
SSTR4,ENSG00000132671,20,23016057,23017314,Tier 1,,,TRUE,""
SSTR5,ENSG00000162009,16,1122756,1131454,Tier 1,,,TRUE,""
ST14,ENSG00000149418,11,130029457,130080271,Tier 2,,,TRUE,""
ST3GAL1,ENSG00000008513,8,134467091,134584183,Tier 3B,,,TRUE,""
ST3GAL2,ENSG00000157350,16,70413338,70473140,Tier 3A,,,TRUE,""
ST3GAL3,ENSG00000126091,1,44171495,44396831,Tier 3A,,,TRUE,""
